"meanE","SpeedXY"
"200",6.71971761528204
"200",8.81650833482376
"200",13.7618386633125
"200",7.20810413041902
"200",9.06771867931044
"200",14.7217810059475
"200",5.27814776718367
"200",12.2578902011977
"200",18.6161562816704
"200",11.5823668002154
"200",7.81683047595588
"200",6.5259235384149
"200",7.9698022212069
"200",6.2353643829426
"200",8.7178425147084
"200",10.3967876473937
"24",20.7403029224591
"24",12.3482190278419
"24",12.679527482405
"24",7.38768687029082
"24",8.22966527350176
"24",7.03393369847754
"24",7.22197363154496
"24",25.555134032482
"24",7.94373489582252
"24",13.883912224166
"24",10.4747464809359
"24",14.8284905937869
"24",16.8673868393104
"24",30.4489269689899
"24",17.597469768527
"24",10.5386389887113
"24",24.1534936372739
"24",10.3933852578311
"24",14.2282362467635
"6",8.03909947051338
"6",10.462388422873
"6",5.33003276490745
"6",6.34463038908228
"6",10.7226452938334
"6",6.26513042437608
"6",10.272015489511
"6",6.82582170440238
"6",14.920531609809
"6",12.0907056636481
"6",7.42660392458658
"6",6.74987342224086
"6",8.38610931135198
"6",4.90412166672028
"6",8.17707366920322
"6",6.26301854889798
"6",11.4550196010567
"6",11.7930250697933
"6",15.239977609072
"6",10.9753642280107
"6",8.42883025809714
"0.2",3.84806556311628
"0.2",3.92547655614864
"0.2",3.05113600864313
"0.2",2.47305700519459
"0.2",3.94679502400958
"0.2",4.88630761657182
"0.2",3.20892173843261
"0.2",3.38095148782995
"0.2",3.10662563625281
"0.2",2.37025026720203
"0.2",1.99193188158934
"0.2",4.19166216695064
"0.2",2.22562062070696
"0.2",2.19409697952576
"0.2",2.98288431721196
"0.2",1.75573131567179
"0.2",2.45887479028567
"0.2",2.19464696994795
"0.2",1.27939848551803
"0.2",0.816082795961166
"0.2",1.9214317309736
"0.2",2.65788338988829
"0.2",3.27668235090322
"0.2",2.21851401732533
"0.2",3.27888193369646
"0.2",1.44879373980995
"0.2",2.20701249337607
"0.2",3.30842428501878
"0.2",2.06335166407754
"0.2",2.70992142946654
"0.2",3.23117743648232
"0.2",3.59426646516715
"0.2",3.58194527481604
"0.2",2.50854206296522
"0.2",2.24359942837848
"0.2",3.49895066948088
"0.2",1.71473784114957
"0.2",3.26009043641716
"0.2",2.39014065640483
"0.2",5.12674417514265
"0.2",2.33083221890147
"0.2",2.51624106308654
"0.2",1.85226021842315
"0.2",1.7606007071353
"0.2",4.63338633157411
"6",7.33304101234584
"6",6.81845322324708
"6",6.77552326496424
"6",6.41677170886896
"24",9.25379864935164
"24",5.78431828253765
"24",23.3634764662699
"24",7.91457553152444
"24",7.5180358901883
"24",11.8596692962684
"24",7.14908806889448
"24",6.16827802480812
"24",13.7283936853544
"24",6.313691391534
"24",6.52047765457026
"24",21.46704628417
"24",5.44179051051996
"24",8.95854762866574
"24",7.38142028446098
"24",24.08404153407
"24",6.52283599551486
"24",8.4533131500597
"24",15.633910012195
"24",9.35003084653026
"24",3.68878200047008
"24",7.87281109993308
"24",5.16500968586099
"24",9.6562218409515
"24",3.52960496780362
"24",18.3712500738653
"24",7.4224142558772
"24",8.33547749381082
"24",5.15975521362168
"24",9.96572767278882
"24",19.3716060345142
"24",22.459448328625
"24",12.1004454533287
"24",17.3870975285088
"24",5.14113279513517
"24",5.56519296238443
"200",5.21346588077813
"200",8.2004778353781
"200",8.50392600227226
"200",10.6972352142007
"200",10.9943840665597
"200",9.21638276289342
"200",13.3657224565984
"200",5.92918926897364
"200",6.127627369365
"200",6.73879409059818
"200",18.7813408849035
"200",8.21651449531422
"200",5.35223851403194
"200",6.28792376841996
"200",8.94820284360408
"200",7.29561977626926
"200",12.2289050927344
"200",7.70242074679398
"200",8.10009369748926
"200",7.62536111762754
"200",12.1658097560491
"200",5.59554945534593
"200",11.2369215752054
"200",7.38085980608454
"200",6.61260460955808
"200",8.34607544496414
"200",11.2894635591704
"200",8.35158806242884
"200",4.92980404268276
"200",6.13294413162558
"200",10.1637732502433
"200",20.9545996962271
"200",16.2345947979829
"200",6.0209091073689
"200",7.19032014099492
"200",8.7570888093813
"200",8.2838465263812
"200",7.87390163208144
"200",8.43871299426024
"200",6.95060405888256
"200",12.8389532313753
"200",21.4678793276793
"200",12.3424341235623
"200",4.68066404674852
"200",9.2107496729025
"200",7.02876587216664
"200",8.53016477209776
"200",10.4413670799175
"200",18.149089913716
"200",15.0798547220166
"200",12.0156195181238
"200",10.920242258519
"200",11.0459534260621
"200",23.2541680622636
"200",7.05890029497984
"200",22.8796631440791
"24",6.10237905208068
"24",8.50945367842944
"24",12.0707859984316
"24",7.71968618886408
"24",24.9511173770556
"6",5.47135200325906
"6",6.76879295670198
"6",24.5926342760424
"6",7.16234348025942
"6",16.4066122763489
"6",19.9492329749705
"6",6.29822991774582
"0.2",2.36947146678067
"0.2",4.23533600601158
"0.2",5.09683324370261
"0.2",2.83920963717094
"0.2",3.03197991528034
"0.2",4.73344818539641
"0.2",1.86163308745225
"0.2",4.83674591806599
"0.2",2.62757987396887
"0.2",1.12352223839602
"0.2",3.84733996811293
"0.2",1.87593196715906
"0.2",2.14017045744893
"0.2",4.71458652817504
"0.2",2.12810260977758
"0.2",3.24784454048452
"0.2",1.07094749061794
"0.2",3.42393886811633
"0.2",2.25775783858074
"0.2",2.25007264631671
"0.2",1.07212004999742
"0.2",4.7507436564209
"6",9.49381754152656
"200",37.32771693183
"200",15.4612745118531
"200",15.8468012525338
"200",18.4342556619373
"200",6.08375856737298
"200",21.9391600473836
"200",8.20251785682102
"200",11.5750407468996
"200",15.8355924247595
"200",5.84030907959612
"200",8.70742497550914
"200",4.62761665191337
"200",14.4851870842077
"200",68.013674263755
"200",15.7470014838473
"200",14.5515809671602
"200",19.5251253549672
"200",12.6524801090516
"200",8.3424515225412
"200",7.23932341746054
"200",12.5273186241836
"200",18.8221556849147
"200",13.2776923302297
"200",7.61071620221292
"200",14.5276705328312
"200",12.2822002544101
"200",15.5490099756964
"200",21.3972236133649
"200",8.04751892435706
"200",14.7621480593966
"200",8.79051331049802
"200",25.434004651904
"200",14.7873140464655
"200",21.0736007890345
"200",6.37489949773152
"200",4.71601314413839
"24",11.1358593291953
"24",9.18678429865896
"24",9.31498703291142
"24",11.6006512634862
"24",16.7268267388849
"24",8.4391365712896
"24",9.43375504859436
"24",8.15859596756466
"24",12.4793237304709
"24",10.3546043778728
"24",6.7393541298909
"6",8.70057199887954
"6",14.4911863700757
"6",13.4005842084846
"6",15.1823886388286
"6",10.0023832740748
"6",8.73667222310076
"6",11.4991406889512
"6",13.9769127049198
"6",10.641159939903
"6",15.1719046746783
"6",138.581184016406
"6",8.93001274905486
"6",9.28489999454304
"6",7.2633437081889
"6",12.7363562509905
"6",11.534245590212
"6",38.5853610686551
"6",10.7896133184842
"6",18.3908000303431
"6",25.2139881368329
"6",23.5346552292564
"6",16.8635616954556
"6",2.89025252306752
"6",4.37586023563052
"6",6.10033928882448
"6",1.4094423078109
"6",3.23681388487094
"0.2",10.5871119402663
"0.2",5.18799682041497
"0.2",6.11014906796586
"0.2",4.73878202928278
"0.2",3.85735621394764
"0.2",2.93065169514578
"0.2",2.97482684255735
"0.2",3.13212613643922
"0.2",1.54770284849226
"0.2",2.85622183744191
"0.2",3.33733027829566
"0.2",7.72693801115904
"0.2",4.84605448400041
"0.2",3.34217910778569
"0.2",3.28108933742749
"0.2",3.74143891332743
"0.2",4.48029825255296
"0.2",5.4045584325866
"0.2",2.92577225774005
"0.2",4.34720723975848
"0.2",2.9327943932615
"0.2",3.26733972403619
"0.2",3.67666659145991
"0.2",7.83109801346898
"0.2",3.05611427640886
"0.2",3.19904867462536
"0.2",3.15124461346941
"0.2",2.34846043910855
"0.2",4.35686339444257
"0.2",4.06415741032129
"0.2",4.11861109923649
"0.2",3.85401773641334
"0.2",5.59859804676429
"0.2",3.91591054260049
"0.2",4.53876114899266
"0.2",3.27737608534655
"0.2",3.71438869092179
"0.2",3.88557017747225
"0.2",4.55165700059164
"0.2",3.91010026093502
"0.2",6.49494061824138
"0.2",4.64345866998145
"6",14.3822249845136
"6",29.29728875814
"6",8.11614568112094
"6",30.3566305556696
"6",35.3322482088218
"6",17.8066027652464
"6",27.5880392920165
"6",14.6017176080578
"24",8.40211088459256
"24",11.1292327290347
"24",16.7202793371259
"24",11.4316758265845
"24",15.820841138468
"24",9.94533037678338
"24",5.93105746654888
"24",26.8377375367351
"24",12.0224034611761
"24",31.2189788910559
"24",6.4952076469074
"24",15.3654123848096
"24",9.53653279807146
"24",13.962308845905
"24",15.7611045086107
"24",10.2593264781547
"24",15.010934837281
"24",9.71628474885
"200",12.5430562153511
"200",8.79565010647488
"200",15.576963694981
"200",16.044196407891
"200",5.5600799635052
"200",13.7945387554955
"200",12.9430915592684
"200",21.4580224206331
"200",7.01545726810464
"200",10.917232171665
"200",6.38993335654884
"200",6.8244534434058
"200",7.92801645299022
"200",19.2732962612287
"200",11.194053426787
"200",5.82938250975162
"200",11.2706737103707
"200",7.8403323379809
"200",26.5169279224809
"200",7.38190147020726
"200",19.0182045711467
"200",19.0711814061638
"200",11.5827473701957
"200",13.8051704759598
"200",13.1058900161998
"200",7.87140898784628
"200",9.52964874816702
"200",8.47622052260928
"200",7.55335646478984
"200",11.901370245543
"200",13.895349933673
"200",17.2681422745468
"200",7.4040592544208
"200",8.36467005402786
"200",6.59773306972434
"200",14.3518149373199
"200",4.12231297585924
"200",14.1767346249075
"200",12.9145024730037
"200",9.2233287756033
"200",20.6198971946497
"200",6.48980746021242
"200",12.0918009208701
"200",5.67768701696924
"200",9.79278157692336
"200",4.33509192969225
"200",3.76796522421932
"200",16.0738528902934
"200",9.08362399685418
